Date,Domain,Location,Value,Transaction_count,domain_index,location_index,features,scaled_features
01/01/2022,RETAIL,Delhi,441509,1826,6.0,35.0,"[441509.0,1826.0]","[0.15830759154194068,0.6638733705772812]"
01/01/2022,PUBLIC,Trichy,533735,1169,1.0,36.0,"[533735.0,1169.0]","[0.2603446597215461,0.3580074487895717]"
01/01/2022,RETAIL,Kanpur,590694,2101,6.0,28.0,"[590694.0,2101.0]","[0.32336299908834226,0.7918994413407822]"
01/01/2022,RETAIL,Hyderabad,505184,634,6.0,34.0,"[505184.0,634.0]","[0.22875638381674793,0.10893854748603352]"
01/01/2022,EDUCATION,Jaipur,456736,2246,3.0,39.0,"[456736.0,2246.0]","[0.1751544507483559,0.8594040968342644]"
01/01/2022,RETAIL,Lunglei,1181866,1673,6.0,8.0,"[1181866.0,1673.0]","[0.9774243014312141,0.5926443202979516]"
01/01/2022,RETAIL,Tirumala,299933,1716,6.0,22.0,"[299933.0,1716.0]","[0.001670634885511723,0.6126629422718808]"
01/01/2022,INVESTMENTS,Indore,1128347,2515,2.0,40.0,"[1128347.0,2515.0]","[0.9182119117373717,0.9846368715083799]"
01/01/2022,MEDICAL,Surat,761319,953,4.0,38.0,"[761319.0,953.0]","[0.5121392092475726,0.2574487895716946]"
01/01/2022,RESTRAUNT,Pune,967359,1922,5.0,14.0,"[967359.0,1922.0]","[0.7400978925660067,0.7085661080074488]"
01/01/2022,PUBLIC,Delhi,695560,1641,1.0,35.0,"[695560.0,1641.0]","[0.43938471955461533,0.5777467411545624]"
01/01/2022,MEDICAL,Patiala,542067,2188,4.0,10.0,"[542067.0,2188.0]","[0.2695630238712704,0.8324022346368715]"
01/01/2022,MEDICAL,Ranchi,1083165,1798,4.0,16.0,"[1083165.0,1798.0]","[0.8682234180968481,0.6508379888268156]"
01/01/2022,MEDICAL,Konark,368358,1896,4.0,25.0,"[368358.0,1896.0]","[0.07737473557500818,0.6964618249534451]"
01/01/2022,INVESTMENTS,Bhuj,701046,1942,2.0,1.0,"[701046.0,1942.0]","[0.44545432417840164,0.7178770949720671]"
01/01/2022,MEDICAL,Pune,540476,2433,4.0,14.0,"[540476.0,2433.0]","[0.26780277214752923,0.9464618249534451]"
01/01/2022,RETAIL,Bikaner,1177771,523,6.0,41.0,"[1177771.0,523.0]","[0.9728936723873925,0.05726256983240224]"
01/01/2022,RESTRAUNT,Pune,634692,548,5.0,14.0,"[634692.0,548.0]","[0.37204153795770967,0.06890130353817504]"
01/01/2022,PUBLIC,Konark,546874,1177,1.0,25.0,"[546874.0,1177.0]","[0.27488139598693584,0.361731843575419]"
01/01/2022,PUBLIC,Madurai,780061,2300,1.0,44.0,"[780061.0,2300.0]","[0.5328749966808578,0.8845437616387337]"
01/01/2022,INVESTMENTS,Durg,305333,405,2.0,4.0,"[305333.0,405.0]","[0.0076450907674741764,0.0023277467411545625]"
01/01/2022,MEDICAL,Amritsar,695326,1203,4.0,19.0,"[695326.0,1203.0]","[0.439125826466397,0.3738361266294227]"
01/01/2022,INTERNATIONAL,Buxar,1069138,2276,0.0,45.0,"[1069138.0,2276.0]","[0.8527042157530912,0.8733705772811918]"
01/01/2022,RETAIL,Indore,478352,1172,6.0,40.0,"[478352.0,1172.0]","[0.19906997636770785,0.35940409683426444]"
01/01/2022,INTERNATIONAL,Vellore,795681,2513,0.0,23.0,"[795681.0,2513.0]","[0.5501566635097936,0.9837057728119181]"
01/01/2022,EDUCATION,Pune,796279,1573,3.0,14.0,"[796279.0,1573.0]","[0.5508182791796851,0.5460893854748603]"
01/01/2022,INVESTMENTS,Trichy,932941,1866,2.0,36.0,"[932941.0,1866.0]","[0.7020184809835281,0.6824953445065177]"
01/01/2022,INVESTMENTS,Amritsar,950037,1488,2.0,19.0,"[950037.0,1488.0]","[0.7209331657535337,0.5065176908752328]"
01/01/2022,RETAIL,Goa,763666,1531,6.0,6.0,"[763666.0,1531.0]","[0.5147358847947885,0.526536312849162]"
01/01/2022,MEDICAL,Surat,574277,1017,4.0,38.0,"[574277.0,1017.0]","[0.3051995468264575,0.287243947858473]"
01/01/2022,PUBLIC,Surat,299828,1366,1.0,38.0,"[299828.0,1366.0]","[0.0015544649100291197,0.44972067039106145]"
01/01/2022,MEDICAL,Bhind,1130830,1334,4.0,13.0,"[1130830.0,1334.0]","[0.9209590550623555,0.43482309124767227]"
01/01/2022,INTERNATIONAL,Kullu,1163973,2023,0.0,7.0,"[1163973.0,2023.0]","[0.9576278312282596,0.755586592178771]"
01/01/2022,INVESTMENTS,Ranchi,902846,2495,2.0,16.0,"[902846.0,2495.0]","[0.6687219532487763,0.9753258845437617]"
01/01/2022,INVESTMENTS,Ranchi,1116453,809,2.0,16.0,"[1116453.0,809.0]","[0.90505261946699,0.1904096834264432]"
01/01/2022,MEDICAL,Akola,827841,2361,4.0,33.0,"[827841.0,2361.0]","[0.5857378674290367,0.9129422718808193]"
01/01/2022,INTERNATIONAL,Ajmer,793044,2215,0.0,5.0,"[793044.0,2215.0]","[0.547239137554102,0.8449720670391061]"
01/01/2022,EDUCATION,Kannur,912166,1275,3.0,29.0,"[912166.0,1275.0]","[0.6790334215487559,0.4073556797020484]"
01/01/2022,EDUCATION,Banglore,1158241,864,3.0,15.0,"[1158241.0,864.0]","[0.9512860569476284,0.21601489757914338]"
01/01/2022,PUBLIC,Buxar,867151,1089,1.0,45.0,"[867151.0,1089.0]","[0.6292296934882856,0.3207635009310987]"
01/01/2022,INVESTMENTS,Varanasi,798652,1536,2.0,21.0,"[798652.0,1536.0]","[0.5534437206255919,0.5288640595903166]"
01/01/2022,RESTRAUNT,Jaipur,783171,1185,5.0,39.0,"[783171.0,1185.0]","[0.5363158407165807,0.3654562383612663]"
01/01/2022,EDUCATION,Ludhiana,882078,1839,3.0,24.0,"[882078.0,1839.0]","[0.6457446384790363,0.6699255121042831]"
01/01/2022,MEDICAL,Surat,1096371,1142,4.0,38.0,"[1096371.0,1142.0]","[0.8828342818704029,0.34543761638733705]"
01/01/2022,EDUCATION,Ara,599164,2385,3.0,9.0,"[599164.0,2385.0]","[0.3327340437772723,0.9241154562383612]"
01/01/2022,RETAIL,Indore,695796,1168,6.0,40.0,"[695796.0,1168.0]","[0.4396458254042715,0.3575418994413408]"
01/01/2022,INVESTMENTS,Banglore,583811,1026,2.0,15.0,"[583811.0,1026.0]","[0.3157477806002779,0.2914338919925512]"
01/01/2022,EDUCATION,Akola,947987,1954,3.0,33.0,"[947987.0,1954.0]","[0.7186650852798258,0.723463687150838]"
01/01/2022,PUBLIC,Ara,571645,448,1.0,9.0,"[571645.0,448.0]","[0.30228755277436026,0.0223463687150838]"
01/01/2022,INTERNATIONAL,Kullu,726809,2157,0.0,7.0,"[726809.0,2157.0]","[0.473958010638957,0.8179702048417132]"
01/01/2022,RESTRAUNT,Lucknow,351784,2264,5.0,43.0,"[351784.0,2264.0]","[0.059037581540258975,0.8677839851024208]"
01/01/2022,MEDICAL,Kannur,988238,939,4.0,29.0,"[988238.0,939.0]","[0.7631980155955426,0.2509310986964618]"
01/01/2022,RESTRAUNT,Srinagar,969240,2117,5.0,20.0,"[969240.0,2117.0]","[0.7421789946982236,0.7993482309124768]"
01/01/2022,EDUCATION,Vellore,672523,1906,3.0,23.0,"[672523.0,1906.0]","[0.4138970269337322,0.7011173184357542]"
01/01/2022,MEDICAL,Banglore,955363,1903,4.0,15.0,"[955363.0,1903.0]","[0.7268257494622989,0.6997206703910615]"
01/01/2022,PUBLIC,Mathura,592506,996,1.0,42.0,"[592506.0,996.0]","[0.3253677609509563,0.2774674115456238]"
01/01/2022,EDUCATION,Surat,981014,626,3.0,38.0,"[981014.0,626.0]","[0.7552055212823394,0.10521415270018622]"
01/01/2022,RESTRAUNT,Mathura,1026787,1798,5.0,42.0,"[1026787.0,1798.0]","[0.8058478859277223,0.6508379888268156]"
01/01/2022,PUBLIC,Madurai,570454,2074,1.0,44.0,"[570454.0,2074.0]","[0.3009698533381719,0.7793296089385475]"
01/01/2022,RESTRAUNT,Delhi,1114132,940,5.0,35.0,"[1114132.0,940.0]","[0.902484709818465,0.25139664804469275]"
01/01/2022,INVESTMENTS,Kannur,756982,830,2.0,29.0,"[756982.0,830.0]","[0.5073408360697816,0.20018621973929238]"
01/01/2022,INVESTMENTS,Srinagar,319475,1128,2.0,20.0,"[319475.0,1128.0]","[0.023291526893902514,0.33891992551210426]"
01/01/2022,MEDICAL,Ajmer,684616,2106,4.0,5.0,"[684616.0,2106.0]","[0.42727648896717146,0.7942271880819367]"
01/01/2022,PUBLIC,Bikaner,799722,839,1.0,41.0,"[799722.0,839.0]","[0.5546275479947955,0.20437616387337057]"
01/01/2022,PUBLIC,Jaipur,504939,1045,1.0,39.0,"[504939.0,1045.0]","[0.22848532054062187,0.30027932960893855]"
01/01/2022,PUBLIC,Srinagar,1052011,1888,1.0,20.0,"[1052011.0,1888.0]","[0.8337552331808002,0.6927374301675978]"
01/01/2022,INTERNATIONAL,Amritsar,906409,1423,0.0,19.0,"[906409.0,1423.0]","[0.6726639877501527,0.4762569832402235]"
01/01/2022,PUBLIC,Jaipur,1066310,2113,1.0,39.0,"[1066310.0,2113.0]","[0.8495753710800931,0.797486033519553]"
01/01/2022,PUBLIC,Indore,463698,1180,1.0,40.0,"[463698.0,1180.0]","[0.18285707331321194,0.36312849162011174]"
01/01/2022,PUBLIC,Konark,433904,1534,1.0,25.0,"[433904.0,1534.0]","[0.14989356617484356,0.5279329608938548]"
01/01/2022,RETAIL,Lunglei,303038,1698,6.0,8.0,"[303038.0,1698.0]","[0.005105947017640134,0.6042830540037244]"
01/01/2022,INTERNATIONAL,Kanpur,969690,1006,0.0,28.0,"[969690.0,1006.0]","[0.7426768660217204,0.28212290502793297]"
01/01/2022,INTERNATIONAL,Surat,566157,1748,0.0,38.0,"[566157.0,1748.0]","[0.2962157353891362,0.62756052141527]"
01/01/2022,RESTRAUNT,Patiala,568420,949,5.0,10.0,"[568420.0,949.0]","[0.298719474955966,0.25558659217877094]"
01/01/2022,PUBLIC,Jaipur,1054529,1216,1.0,39.0,"[1054529.0,1216.0]","[0.8365410998309449,0.37988826815642457]"
01/01/2022,MEDICAL,Pune,631769,889,4.0,14.0,"[631769.0,889.0]","[0.36880758711641776,0.2276536312849162]"
01/01/2022,RESTRAUNT,Banglore,592260,2210,5.0,15.0,"[592260.0,2210.0]","[0.32509559129411136,0.8426443202979516]"
01/01/2022,EDUCATION,Madurai,1106750,463,3.0,44.0,"[1106750.0,463.0]","[0.8943174073516785,0.029329608938547486]"
01/01/2022,EDUCATION,Delhi,410322,1168,3.0,35.0,"[410322.0,1168.0]","[0.12380289606216974,0.3575418994413408]"
01/01/2022,RESTRAUNT,Madurai,754021,2492,5.0,44.0,"[754021.0,2492.0]","[0.5040648427611722,0.9739292364990689]"
01/01/2022,PUBLIC,Jaipur,1195829,2374,1.0,39.0,"[1195829.0,2374.0]","[0.9928726954089625,0.9189944134078212]"
01/01/2022,INVESTMENTS,Kota,938048,1561,2.0,31.0,"[938048.0,1561.0]","[0.7076687673148582,0.5405027932960894]"
01/01/2022,PUBLIC,Srinagar,848100,1032,1.0,20.0,"[848100.0,1032.0]","[0.6081520344128658,0.2942271880819367]"
01/01/2022,MEDICAL,Bhind,1016503,2364,4.0,13.0,"[1016503.0,2364.0]","[0.7944698666147405,0.9143389199255121]"
01/01/2022,MEDICAL,Kullu,740120,1737,4.0,7.0,"[740120.0,1737.0]","[0.4886850443879944,0.62243947858473]"
01/01/2022,RETAIL,Kullu,807519,1232,6.0,7.0,"[807519.0,1232.0]","[0.563253998459918,0.38733705772811916]"
01/01/2022,EDUCATION,Ludhiana,983589,615,3.0,24.0,"[983589.0,615.0]","[0.7580544516334604,0.10009310986964619]"
01/01/2022,EDUCATION,Ambala,625373,1802,3.0,3.0,"[625373.0,1802.0]","[0.3617311760384489,0.6527001862197392]"
01/01/2022,EDUCATION,Banglore,650538,646,3.0,15.0,"[650538.0,646.0]","[0.3895732468291128,0.11452513966480447]"
01/01/2022,RESTRAUNT,Doda,876003,1748,5.0,11.0,"[876003.0,1748.0]","[0.6390233756118285,0.62756052141527]"
01/01/2022,EDUCATION,Hyderabad,301319,1780,3.0,34.0,"[301319.0,1780.0]","[0.0032040785618820864,0.6424581005586593]"
01/01/2022,MEDICAL,Ara,785987,459,4.0,9.0,"[785987.0,459.0]","[0.5394314088209522,0.027467411545623835]"
01/01/2022,RETAIL,Bikaner,1010024,1262,6.0,41.0,"[1010024.0,1262.0]","[0.7873016259371044,0.40130353817504655]"
01/01/2022,EDUCATION,Ludhiana,801066,1604,3.0,24.0,"[801066.0,1604.0]","[0.5561145236809729,0.5605214152700186]"
01/01/2022,MEDICAL,Buxar,655241,2122,4.0,45.0,"[655241.0,2122.0]","[0.3947765553500146,0.8016759776536313]"
01/01/2022,INTERNATIONAL,Banglore,1081293,1383,0.0,15.0,"[1081293.0,1383.0]","[0.8661522733911011,0.45763500931098694]"
01/01/2022,EDUCATION,Goa,1182240,1155,3.0,6.0,"[1182240.0,1155.0]","[0.9778380878200759,0.3514897579143389]"
01/01/2022,PUBLIC,Ahmedabad,1060641,408,1.0,32.0,"[1060641.0,408.0]","[0.8433032987847514,0.0037243947858473]"
01/01/2022,RETAIL,Madurai,514993,2444,6.0,44.0,"[514993.0,2444.0]","[0.23960887228826083,0.951582867783985]"
01/01/2022,RESTRAUNT,Tirumala,792345,926,5.0,22.0,"[792345.0,926.0]","[0.5464657774316035,0.24487895716945995]"
01/01/2022,RESTRAUNT,Kota,927719,991,5.0,31.0,"[927719.0,991.0]","[0.6962409608695267,0.2751396648044693]"
01/01/2022,RESTRAUNT,Lucknow,842011,2436,5.0,43.0,"[842011.0,2436.0]","[0.6014152822155937,0.9478584729981377]"
01/01/2022,INVESTMENTS,Ajmer,563041,1112,2.0,5.0,"[563041.0,1112.0]","[0.2927682530691001,0.33147113594040967]"
01/01/2022,PUBLIC,Bombay,920295,1452,1.0,18.0,"[920295.0,1452.0]","[0.6880271904125472,0.4897579143389199]"
01/01/2022,INTERNATIONAL,Bombay,1152622,962,0.0,18.0,"[1152622.0,962.0]","[0.9450693036882307,0.2616387337057728]"
01/01/2022,RETAIL,Kota,302695,1741,6.0,31.0,"[302695.0,1741.0]","[0.0047264584310636295,0.6243016759776536]"
01/01/2022,PUBLIC,Patiala,644247,826,1.0,10.0,"[644247.0,826.0]","[0.3826130057266266,0.1983240223463687]"
01/01/2022,PUBLIC,Kochin,767661,1806,1.0,30.0,"[767661.0,1806.0]","[0.5191558757667218,0.654562383612663]"
01/01/2022,RESTRAUNT,Kannur,517150,497,5.0,29.0,"[517150.0,497.0]","[0.24199533549888919,0.04515828677839851]"
01/01/2022,MEDICAL,Ranchi,823023,559,4.0,16.0,"[823023.0,559.0]","[0.5804073251254636,0.07402234636871509]"
01/01/2022,RESTRAUNT,Bikaner,869115,893,5.0,41.0,"[869115.0,893.0]","[0.6314026252201698,0.22951582867783984]"
01/01/2022,RESTRAUNT,Banglore,633638,1945,5.0,15.0,"[633638.0,1945.0]","[0.3708754126800081,0.7192737430167597]"
01/01/2022,PUBLIC,Ludhiana,826407,1831,1.0,24.0,"[826407.0,1831.0]","[0.58415131747816,0.6662011173184358]"
01/01/2022,EDUCATION,Konark,619658,1897,3.0,25.0,"[619658.0,1897.0]","[0.35540821023003866,0.696927374301676]"
01/01/2022,EDUCATION,Ambala,1061776,1467,3.0,3.0,"[1061776.0,1467.0]","[0.8445590409006823,0.4967411545623836]"
01/01/2022,INVESTMENTS,Madurai,1051574,2331,2.0,44.0,"[1051574.0,2331.0]","[0.8332717448066489,0.898975791433892]"
01/01/2022,INTERNATIONAL,Ranchi,441113,950,0.0,16.0,"[441113.0,950.0]","[0.15786946477726344,0.25605214152700184]"
01/01/2022,RESTRAUNT,Ajmer,805803,1541,5.0,5.0,"[805803.0,1541.0]","[0.5613554491463166,0.5311918063314711]"
01/01/2022,EDUCATION,Kota,831333,2534,3.0,31.0,"[831333.0,2534.0]","[0.5896013488993724,0.9934823091247672]"
01/01/2022,MEDICAL,Betul,796924,2299,4.0,17.0,"[796924.0,2299.0]","[0.551531894743364,0.8840782122905028]"
01/01/2022,PUBLIC,Lunglei,1134276,923,1.0,8.0,"[1134276.0,923.0]","[0.9247716430196227,0.24348230912476723]"
01/01/2022,INTERNATIONAL,Jaipur,824698,1930,0.0,39.0,"[824698.0,1930.0]","[0.5822605128295908,0.7122905027932961]"
01/01/2022,MEDICAL,Bhopal,563360,873,4.0,2.0,"[563360.0,873.0]","[0.29312118851842345,0.2202048417132216]"
01/01/2022,EDUCATION,Ambala,605632,612,3.0,3.0,"[605632.0,612.0]","[0.3398901142670006,0.09869646182495344]"
01/01/2022,PUBLIC,Patiala,1059340,1112,1.0,10.0,"[1059340.0,1112.0]","[0.841863897469486,0.33147113594040967]"
01/01/2022,INVESTMENTS,Ahmedabad,781767,1050,2.0,32.0,"[781767.0,1050.0]","[0.5347624821872704,0.3026070763500931]"
01/01/2022,PUBLIC,Bokaro,532504,1381,1.0,0.0,"[532504.0,1381.0]","[0.2589827050566024,0.45670391061452514]"
01/01/2022,MEDICAL,Bidar,740120,2158,4.0,37.0,"[740120.0,2158.0]","[0.4886850443879944,0.8184357541899441]"
01/01/2022,INTERNATIONAL,Daman,436480,1776,0.0,12.0,"[436480.0,1776.0]","[0.15274360290668343,0.6405959031657356]"
01/01/2022,RESTRAUNT,Kullu,1152143,2323,5.0,7.0,"[1152143.0,2323.0]","[0.9445393473238862,0.8952513966480447]"
01/01/2022,RETAIL,Betul,442115,1620,6.0,17.0,"[442115.0,1620.0]","[0.15897805825758313,0.5679702048417132]"
01/01/2022,RESTRAUNT,Bhuj,1009136,1736,5.0,1.0,"[1009136.0,1736.0]","[0.7863191598587372,0.6219739292364991]"
01/01/2022,EDUCATION,Kolkata,544410,656,3.0,27.0,"[544410.0,656.0]","[0.2721552738956107,0.1191806331471136]"
01/01/2022,RETAIL,Kannur,1054508,1818,6.0,29.0,"[1054508.0,1818.0]","[0.8365178658358484,0.6601489757914338]"
01/01/2022,RESTRAUNT,Bidar,834632,2096,5.0,37.0,"[834632.0,2096.0]","[0.593251298890964,0.7895716945996275]"
01/01/2022,INTERNATIONAL,Ara,322904,1354,0.0,9.0,"[322904.0,1354.0]","[0.02708530637894867,0.4441340782122905]"
01/01/2022,INVESTMENTS,Bhuj,1062613,1164,2.0,1.0,"[1062613.0,1164.0]","[0.8454850815623866,0.35567970204841715]"
01/01/2022,EDUCATION,Goa,554215,797,3.0,6.0,"[554215.0,797.0]","[0.2830033368442481,0.18482309124767224]"
01/01/2022,EDUCATION,Indore,1122092,741,3.0,40.0,"[1122092.0,741.0]","[0.9112915003407652,0.15875232774674114]"
01/01/2022,INVESTMENTS,Varanasi,694609,2334,2.0,21.0,"[694609.0,2334.0]","[0.4383325514909586,0.9003724394785847]"
01/01/2022,RESTRAUNT,Bombay,1067230,1796,5.0,18.0,"[1067230.0,1796.0]","[0.8505932413414644,0.6499068901303539]"
01/01/2022,INTERNATIONAL,Lunglei,433375,674,0.0,8.0,"[433375.0,674.0]","[0.149308290774555,0.12756052141527002]"
01/01/2022,PUBLIC,Bhuj,858235,1221,1.0,1.0,"[858235.0,1221.0]","[0.6193652029987342,0.3822160148975791]"
01/01/2022,INVESTMENTS,Kochin,1077346,2155,2.0,30.0,"[1077346.0,2155.0]","[0.8617853886936742,0.8170391061452514]"
01/01/2022,INVESTMENTS,Kullu,1140901,2330,2.0,7.0,"[1140901.0,2330.0]","[0.9321014152822156,0.8985102420856611]"
01/01/2022,RESTRAUNT,Tirumala,462542,1800,5.0,22.0,"[462542.0,1800.0]","[0.18157809720218443,0.6517690875232774]"
01/01/2022,PUBLIC,Pune,1179945,1496,1.0,14.0,"[1179945.0,1496.0]","[0.9752989440702419,0.5102420856610801]"
01/01/2022,RESTRAUNT,Bidar,349961,1104,5.0,37.0,"[349961.0,1104.0]","[0.05702064948973721,0.32774674115456237]"
01/01/2022,EDUCATION,Bikaner,1042838,2086,3.0,41.0,"[1042838.0,2086.0]","[0.8236064028464962,0.7849162011173184]"
01/01/2022,PUBLIC,Kanpur,1101569,2275,1.0,28.0,"[1101569.0,2275.0]","[0.8885852488471513,0.8729050279329609]"
01/01/2022,MEDICAL,Durg,528300,633,4.0,4.0,"[528300.0,633.0]","[0.2543314805144228,0.1084729981378026]"
01/01/2022,INVESTMENTS,Betul,330393,1377,2.0,17.0,"[330393.0,1377.0]","[0.03537099158265549,0.4548417132216015]"
01/01/2022,RESTRAUNT,Tirumala,1104336,1866,5.0,22.0,"[1104336.0,1866.0]","[0.8916466042962976,0.6824953445065177]"
01/01/2022,INVESTMENTS,Konark,1066572,1319,2.0,25.0,"[1066572.0,1319.0]","[0.8498652428284401,0.4278398510242086]"
01/01/2022,RETAIL,Mon,423377,775,6.0,26.0,"[423377.0,775.0]","[0.1382466963471734,0.17458100558659218]"
01/01/2022,RESTRAUNT,Ranchi,887463,1202,5.0,16.0,"[887463.0,1202.0]","[0.6517024986502155,0.37337057728119183]"
01/01/2022,PUBLIC,Kanpur,725670,1844,1.0,28.0,"[725670.0,1844.0]","[0.47269784300015044,0.6722532588454376]"
01/01/2022,MEDICAL,Bhind,528255,1866,4.0,13.0,"[528255.0,1866.0]","[0.25428169338207307,0.6824953445065177]"
01/01/2022,RESTRAUNT,Kolkata,776812,1616,5.0,27.0,"[776812.0,1616.0]","[0.5292803657252104,0.5661080074487895]"
01/01/2022,RETAIL,Tirumala,1052037,2163,6.0,22.0,"[1052037.0,2163.0]","[0.8337839990794912,0.8207635009310987]"
01/01/2022,EDUCATION,Bokaro,450586,1106,3.0,0.0,"[450586.0,1106.0]","[0.168350209327232,0.3286778398510242]"
01/01/2022,PUBLIC,Ara,617997,2069,1.0,9.0,"[617997.0,2069.0]","[0.35357051185597577,0.7770018621973929]"
01/01/2022,RESTRAUNT,Mon,890208,1857,5.0,26.0,"[890208.0,1857.0]","[0.6547395137235464,0.6783054003724395]"
01/01/2022,INTERNATIONAL,Ajmer,1124683,1829,0.0,5.0,"[1124683.0,1829.0]","[0.9141581327833883,0.6652700186219739]"
01/01/2022,MEDICAL,Bikaner,525437,518,4.0,41.0,"[525437.0,518.0]","[0.2511639125162638,0.05493482309124767]"
01/01/2022,EDUCATION,Betul,644900,453,3.0,17.0,"[644900.0,453.0]","[0.38333547233605647,0.02467411545623836]"
01/01/2022,INTERNATIONAL,Madurai,413136,1392,0.0,44.0,"[413136.0,1392.0]","[0.12691625140510351,0.4618249534450652]"
01/01/2022,RETAIL,Amritsar,862195,1237,6.0,19.0,"[862195.0,1237.0]","[0.6237464706455067,0.38966480446927376]"
01/01/2022,INTERNATIONAL,Bhind,661908,1273,0.0,13.0,"[661908.0,1273.0]","[0.40215279560280043,0.4064245810055866]"
01/01/2022,INVESTMENTS,Amritsar,923766,2228,2.0,19.0,"[923766.0,2228.0]","[0.6918674378877864,0.851024208566108]"
01/01/2022,INVESTMENTS,Ajmer,873649,2078,2.0,5.0,"[873649.0,2078.0]","[0.6364189553995804,0.7811918063314711]"
01/01/2022,INVESTMENTS,Trichy,1058728,1739,2.0,36.0,"[1058728.0,1739.0]","[0.8411867924695302,0.6233705772811918]"
01/01/2022,INVESTMENTS,Bokaro,539704,1763,2.0,0.0,"[539704.0,1763.0]","[0.2669486462325524,0.6345437616387337]"
01/01/2022,PUBLIC,Kolkata,452485,2462,1.0,27.0,"[452485.0,2462.0]","[0.1704512263123888,0.9599627560521415]"
01/01/2022,RETAIL,Ranchi,813644,2325,6.0,16.0,"[813644.0,2325.0]","[0.5700305803630699,0.8961824953445066]"
01/01/2022,PUBLIC,Madurai,604344,1030,1.0,44.0,"[604344.0,1030.0]","[0.3384650959010807,0.29329608938547486]"
01/01/2022,RESTRAUNT,Ajmer,1004657,459,5.0,5.0,"[1004657.0,459.0]","[0.7813636806188651,0.027467411545623835]"
01/01/2022,RESTRAUNT,Ambala,697887,2538,5.0,3.0,"[697887.0,2538.0]","[0.4419592674874536,0.9953445065176909]"
